regulation_project_id;Срок, в течение которого разработчиком принимались предложения в связи с размещением уведомления о подготовке проекта акта
61302;23.01.2017 г.
61302;03.02.2017 г.
61309;20.01.2017
61309;02.02.2017
61311;27.11.2015
61311;12.02.2016
61312;20.02.2017
61312;02.02.2017
61314;20.01.2017
61314;20.02.2017
61343;не предусмотрено
61343;не предусмотрено
61348;информация уточняется
61348;информация уточняется
61350;информация уточняется
61350;информация уточняется
61358; 
61358; 
61377;17.02.2017
61377;01.04.2017
61381;24.01.2017 
61381;06.02.2017
61386;24.01.2017
61386;06.02.2017
61389;24.01.2017
61389;06.02.2017
61392;24.01.2017
61392;06.02.2017
61412; 
61412; 
61427;24 января 2017 г.
61427;6 февраля 2017 г.
61447;Нет
61447;Нет
61454;25.01.2017
61454;07.02.2017
61457;25 января 2017
61457;07 февраля 2017
61458;25.01.2017
61458;21.02.2017
61459;25.01.2017
61459;07.02.2017
61467;отсутствует
61467;отсутствует
61468;25.01.2017
61468;14.02.2017
61470;21 января 2017 г.
61470;7 февраля 2017 г.
61475;Отсутствует
61475;Отсутствует
61478;25.01.2017
61478;07.02.2017
61482;25.01.2017
61482;07.02.2017
61488;нет
61488;нет
61491;нет
61491;нет
61493;нет
61493;нет
61539;Уведомление не размещалось
61539;Уведомление не размещалось
61556;нет
61556;нет
61616;«30» января 2017 г.
61616;«10» февраля 2017 г. 
61620;30 января 2017
61620;10 февраля 2017
61622; 
61622; 
61623;18.02.2017
61623;6.03.2017
61635;25.04.2017
61635;10.06.2017
61644;17 октября 2016 г.
61644;31 октября 2016 г.
61653;30.01.2017
61653;08.02.2017
61663;31.01.2017
61663;21.03.2017
61664;31.01.2017
61664;13.02.2017
61671;31.01.2017
61671;18.02.2017
61679;6 декабря 2016 г.
61679;15 декабря 2016 г.
61680;31 января 2017 года
61680;20 февраля 2017 года
61686;17.02.2017
61686;06.03.2017
61694;01.02.2017
61694;14.02.2017
61696;31 января 2016 г.
61696;20 февраля 2017 г.
61714;01.02.2017
61714;15.02.2017
61715;-
61715;-
61716;01.02.2017
61716;14.02.2017
61718;01.02.2017
61718;14.02.2017
61720;01.02.2017
61720;14.02.2017
61747; 
61747; 
61749;2 февраля 2017 г.
61749;15 февраля 2017 г.
61768;-
61768;-
61776;2 февраля 2017 г.
61776;15 февраля 2017 г.
61778;2 февраля 2017 г.
61778;15 февраля 2017 г.
61786;отсутствует
61786;отсутствует
61789;02.02.2017
61789;16.02.2017
61793;-
61793;-
61802;2 февраля 2017
61802;16 февраля 2017
61822;нет
61822;нет
61835;03.02.2017
61835;16.02.2017
61846;3 февраля 2017 г.
61846;16 февраля 2017 г.
61870;нет
61870;нет
61876;06.02.207
61876;18.05.2017
61890;06.02.2017
61890;13.04.2017
61918;отсутствует
61918;отсутствует
61920;-
61920;-
61927;07 февраля 2017 г.
61927;20 февраля 2017 г.
61938;9.02.2017
61938;22.02.2017
61944;нет
61944;нет
61945;7 февраля 2017 г.
61945;20 февраля 2017 г.
61955;Не установлено
61955;Не установлено
61956;08.02.2017
61956;01.03.2017 
61978;-
61978;-
61980;08.02.2017
61980;02.03.2017
61983;08.02.2017
61983;27.02.2017
61984;08.02.2017
61984; 21.02.2017
61986;08.02.2017
61986;21.02.2017
61988;15.02.2017
61988; 
61999;31.03.2017
61999;19.04.2017
62000;9 февраля 2017 года
62000;22 февраля 2017 года
62179;13.02.2017
62179;28.02.2017
62185;13.02.3017
62185;28.02.2017
62189;-
62189;-
62190; 
62190; 
62191;13.02.2017
62191;07.03.2017
62197; 
62197;-
62203;13 февраля 2017 г.
62203;28 февраля 2017 г.
62208; 
62208; 
62214;нет данных
62214;нет данных
62223;16.11.2017
62223;07.11.2017
62227;14 февраля 2017 г.
62227;1 марта 2017 г.
62230;14.02.2017 г.
62230;01.03.2017 г.
62246;14.02.2017
62246;28.02.2017
62253;-
62253;-
62255;14.02.2017
62255;01.03.2017
62258;14.02.2017
62258;01.03.2017
62263;-
62263;-
62315;21.02.2017
62315;6.03.2017
62320;11.02.2019
62320;01.03.2019
62349;-
62349;-
62352; 
62352; 
62380;-
62380;-
62387;20 февраля 2017 г.
62387;07 марта 2017 г.
62388;20.02.2017
62388;15.03.2017
62399;20.02.2017
62399;07.03.2017
62402;20.02.2017
62402;07.03.2017
62404;« 20 » февраля 2017 г.
62404;« 07 » марта 2017 г.
62419;20.02.2017
62419;07.03.2017
62439;нет
62439;нет
62440;21.02.2017
62440;09.03.2017
62463;-
62463;-
62465;22 февраля 2017 г.
62465;10 марта 2017 г.
62468;22.02.2017
62468;10.03.2017
62470;30.05.2017
62470;27.06.2017
62477;22/02/2017
62477;28/04/2017
62480;14.03.2017
62480;10.04.2017
62482;22.02.2017
62482;10.03.2017
62509;Информация уточняется
62509;Информация уточняется
62515;27.02.2017
62515;13.03.2017
62518;27.02.2017
62518;13.03.2017
62519;                                           -
62519;                                           -
62562; нет
62562; нет
62590;28.02.2017
62590;14.03.2017
62592;13.06.2017
62592;26.06.2017
62605;Отсутствует
62605;Отсутствует
62611;01/03/2017
62611;29/03/2017
62620;01 марта 2017 г.
62620;15 марта 2017 г.
62635;01.03.2017
62635;15.03.2017
62638;01.03.2017
62638;15.03.2017
62646;02.03.2017
62646;16.03.2017
62648;15.03.2017
62648;28.03.2017
62650;15.03.2017
62650;28.03.2017
62651;15.03.2017
62651;28.03.2017
62653;15.03.2017
62653;28.03.2017
62658;2 марта 2017 г.
62658;16 марта 2017 г.
62668;02 марта 2017 г.
62668;16 марта 2017 г.
62674;-
62674;-
62677;02.03.2017
62677;16.03.2017
62681;Нет
62681;Нет
62695;02.03.2017
62695;16.03.2017
62701;03 марта 2017 г.
62701;17 марта 2017 г.
62709;5.12.2016
62709;19.12.2016
62730; 3 марта 2017 г.
62730; 31 мая 2017 г.
62738;-
62738;-
62755;-
62755;-
62756;06.03.2017
62756;27.03.2017
62762;5.12.2016
62762;19.12.2016
62783;06.03.2017
62783;20.03.2017
62802;07 марта 2017 г.
62802;22 марта 2017 г.
62807;-
62807;-
62809;07.03.2017
62809;23.03.2017
62825;07.03.2017
62825;21.04.2017
62833;10 марта 2017 г.
62833;23 марта 2017 г.
62843;09 марта .2017 г.
62843;22 марта.2017 г.
62854;09.03.2017
62854;22.03.2017
62861;09.03.2017
62861;22.03.2017
62880;10.03.2017 
62880;24.03.2017
62882;10 марта 2017 г. 
62882;24 марта 2017 г.
62884;Не требуется
62884;Не требуется
62885;10 марта 2017 г.
62885;4 сентября 2017 г.
62911;13 марта 2017 г.
62911;23 марта 2017 г.
62936;«14» марта 2017 г.
62936;«27» марта 2017 г.
62955;не размещалось
62955;не размещалось
62979;15.03.2017
62979;30.03.2017
62982;15.03.2017
62982;03.05.2017
62984;-
62984;-
62985;15.03.2017
62985;28.03.2017
62994;-
62994;-
63003;15.03.2017
63003;28.03.2017
63004;15.03.2017
63004;28.03.2017
63029;отсутствует
63029;отсутствует
63034;16.03.2017
63034;31.03.2017
63060;16 марта 2017 г.
63060;31 марта 2017 г.
63076;17.03.2017
63076;31.03.2017
63088;11.04.2017
63088;10.05.2017
63110;17 марта 2017 
63110;13 апреля 2017
63128;уведомление не размещалось
63128;уведомление не размещалось
63139;20 марта 2017 г. 
63139;3 апреля 2017 г.
63150; 
63150; 
63154;Уведомление не размещалось
63154;Уведомление не размещалось
63155;20.03.2017
63155;05.04.2017
63159;20.03.2017
63159;31.03.2017
63185;21 марта 2017
63185;10 апреля 2017
63190;21 марта 2017 г
63190;4 апреля 2017 г.
63192;Уведомление не размещалось.
63192;Уведомление не размещалось.
63201;21 марта 2017 г.
63201;3 апреля 2017 г.
63202;Информация уточняется
63202;Информация уточняется
63229;-
63229;-
63235;22 | .03. | 2017 
63235;10.04.2017 
63238;10 марта 2017 года
63238;25 марта 2017 года
63244;22.03.2017
63244;14.04.2017
63255;22.03.2017
63255;04.04.2017
63261;информация уточняется
63261;информация уточняется
63265;информация уточняется
63265;информация уточняется
63273;23 марта 2017 года 
63273;05 апреля 2017 года
63281;23 марта 2017 г.
63281;05 апреля 2017 г.
63283;23 марта 2017 г.
63283;05 апреля 2017 г.
63284;отсутствует
63284;отсутствует
63289;23.03.2017 г.
63289;06.04.2017 г.
63290;-
63290;-
63294;-
63294;-
63299;не принимались предложения
63299;не принимались предложения
63304;23.03.2017
63304;05.04.2017
63310;12 апреля 2017 г.
63310;22 апреля 2017 г.
63311;Отсутствует
63311;Отсутствует
63312;-
63312;-
63389;27.03.2017
63389;18.04.2017
63402;28.03.2017
63402;10.04.2017
63404; 27.03.2017
63404; 07.04.2017
63409;27.03.2017
63409;07.04.2017
63415;27 марта 2017 г.
63415;07 апреля 2017 г.
63417;27.03.2017
63417;07.04.2017
63429;28 марта 2017 года
63429;10 апреля 2017 года
63430;28 марта 2017 г.
63430;10 апреля 2017 г.
63431;Обсуждения уведомления не проводилось
63431;Обсуждения уведомления не проводилось
63434;28 марта 2017 г.
63434;10 апреля 2017 г.
63452;28.03.2017
63452;24.04.2017
63483; 
63483; 
63484;-
63484;-
63497;30.03.2017
63497;12.04.2017
63499;29 марта 2017 г.
63499;14 апреля 2017 г.
63507;30 марта 2017 г.
63507;12 апреля 2017 г.
63510;30.03.2017
63510;12.04.2017
63515;30 марта 2017 г.
63515;12 апреля 2017 г.
63520;30 марта 2017 г.
63520;12 апреля 2017 г.
63539;30/03/2017
63539;12/04/2017
63540;27.10.2017
63540;15.11.2017
63562;31.03.2017
63562;13.04.2017
63576;-
63576;-
63586;-
63586;-
63591;03.04.2017
63591;14.04.2017
63600;3 апреля 2017 г. 
63600;15 апреля 2017 г.
63611;-
63611;-
63615;-
63615;-
63621;Размещение уведомления о разработке указанного акта не проводилось
63621;Размещение уведомления о разработке указанного акта не проводилось
63623;4 апреля 2017 г. 
63623;17 апреля 2017 г. 
63638;04.04.2017
63638;24.04.2017
63639;4 апреля 2017 г.
63639;17 апреля 2017 г.
63640;4 апреля 2017 г.
63640;17 апреля 2017 г.
63644;Отсутствует
63644;Отсутствует
63649;Отсутствует
63649;Отсутствует
63653;-
63653;-
63664;05 апреля 2017 г.
63664;18 апреля 2017 г.
63670;5.04.2017
63670;18.04.2017
63675;05.04.2017
63675;18.04.2017
63693;06.04.2017
63693;19.04.2017
63710;__________________________________________________
63710;______________________________________________________
63716; 
63716; 
63719;06.04.2017
63719;19.04.2017
63720; 
63720; 
63732;нет
63732;нет
63740; 
63740; 
63745;7 апреля 2017 г.
63745;20 апреля 2017 г.
63764;27.03.2017
63764;07.04.2017
63765;07 апреля 2017 
63765;мая 2017 г
63769;7 апреля 2017 г.
63769;20 апреля 2017 г.
63798;27.04.2017
63798;25.05.2017
63800;-
63800;-
63801;10 апреля 2017 
63801;21 апреля 2017
63810;10 апреля 2017 г.
63810;24 апреля 2017 г.
63834;Не установлено
63834;Не установлено
63842;-
63842;-
63843;-
63843;-
63861;11.04.2017
63861;24.04.2017
63880;____
63880;____
63886;-
63886;-
63897;12 апреля 2017 г.
63897;25 апреля 2017 г.
63918;12 апреля 2017 года
63918;25 апреля 2017 года
63923;-
63923;-
63926;-
63926;-
63937;12 апреля 2017
63937;26 апреля 2017
63938;12.04.2017
63938;27.04.2017
63968;13 апреля 2017 года
63968;26 апреля 2017 года
63971;13 апреля 2017 года
63971;26 апреля 2017 года
63972;13 апреля 2017 года
63972;26 апреля 2017 года
63975;уведомление не размещалось
63975;уведомление не размещалось
63978;«13» апреля 2017 г.
63978;«26» апреля 2017 г.
63989;13.04.2017
63989;26.04.2017
63994;отсутствует
63994;отсутствует
64001;13.04.2017
64001;май 2017
64013;14.04.2017
64013;05.05.2017
64014;-
64014;-
64031;-
64031;-
64036;14 апреля 217 г.
64036;27 апреля 2017 г.
64057;17 апреля 2017 г.
64057;28 апреля 2017 г.
64078;17.04.2017
64078;28.04.2017
64084;-
64084;- 
64087;17.04.2017
64087;29.04.2017
64104;18 апреля 2017 г.
64104;02 мая 2017 г.
64106;18 апреля 2017 г.
64106;02 мая 2017 г.
64107;"""  "" ___________ 2017 г. "
64107;"""    ""__________ 2017 г."
64108;18 апреля 2017 г.
64108;02 мая 2017 г.
64109;18.04.2017
64109;03.05.2017
64118;18.04.2017
64118;02.05.2017
64124;18 апреля 2017 г.
64124;02 мая 2017 г.
64133;18 апреля 2017 г.
64133;02 мая 2017 г.
64136;Информация уточняется
64136;Информация уточняется
64140;18.04.2017
64140;02.05.2017
64160;18.04.2017
64160;02.05.2017
64180;25 мая 2017
64180;22 июня 2017
64181;19 апреля 2017 г.
64181;28 апреля2017 г.
64219;-
64219;-
64221;20 апреля 2017 г.
64221;4 мая 2017 г.
64223;20.04.2017
64223;30.04.2017
64231;20.04.2017
64231;04.05.2017
64251;21.04.2017
64251;11.05.2017
64254;отсутствует 
64254;отсутствует 
64261;21.04.2017
64261;05.05.2017
64263;21.04.2017 г.
64263;05.05.2017 г.
64293;12 мая 2017
64293;21 мая 2017
64322;24.04.2017
64322;10.05.2017
64340; 
64340; 
64363;25 апреля 2017 г.
64363;11 мая 2017 г.
64366;25 апреля 2017 г.
64366;11 мая 2017 г.
64379;Не размещалось
64379;Не размещалось
64389;25.04.2017
64389;11.05.2017
64403;25.04.2017
64403;11.05.2017
64408;25.04.2017
64408;11.05.2017
64410;25.04.2017
64410;11.05.2017
64413;-
64413;-
64424;-
64424;-
64428;25.04.2017
64428;13.07.2017
64429;24.04.2017
64429;11.05.2017
64434;-
64434;-
64455;26.04.2017
64455;13.07.2017
64459;26.04.2017
64459;-
64464;26.04.2017
64464;12.05.2017
64466;26.04.2017
64466;12.05.2017
64469;26.04.2017
64469;12.05.2017
64474;Отсутствует
64474;Отсутствует
64502;27.04.2017
64502;15.05.2017
64514;27.04.2017
64514;17.05.2017
